,raceId,year,round,circuitId,name,date,time,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time
362,363,1989,8,9,British Grand Prix,1989-07-16,,,,,,,,,,,
363,364,1989,9,10,German Grand Prix,1989-07-30,,,,,,,,,,,
364,365,1989,10,11,Hungarian Grand Prix,1989-08-13,,,,,,,,,,,
365,366,1989,11,13,Belgian Grand Prix,1989-08-27,,,,,,,,,,,
366,367,1989,12,14,Italian Grand Prix,1989-09-10,,,,,,,,,,,
367,368,1989,13,27,Portuguese Grand Prix,1989-09-24,,,,,,,,,,,
368,369,1989,14,26,Spanish Grand Prix,1989-10-01,,,,,,,,,,,
369,370,1989,15,22,Japanese Grand Prix,1989-10-22,,,,,,,,,,,
370,371,1989,16,29,Australian Grand Prix,1989-11-05,,,,,,,,,,,
371,372,1988,1,36,Brazilian Grand Prix,1988-04-03,,,,,,,,,,,
372,373,1988,2,21,San Marino Grand Prix,1988-05-01,,,,,,,,,,,
373,374,1988,3,6,Monaco Grand Prix,1988-05-15,,,,,,,,,,,
374,375,1988,4,32,Mexican Grand Prix,1988-05-29,,,,,,,,,,,
375,376,1988,5,7,Canadian Grand Prix,1988-06-12,,,,,,,,,,,
376,377,1988,6,37,Detroit Grand Prix,1988-06-19,,,,,,,,,,,
377,378,1988,7,34,French Grand Prix,1988-07-03,,,,,,,,,,,
378,379,1988,8,9,British Grand Prix,1988-07-10,,,,,,,,,,,
379,380,1988,9,10,German Grand Prix,1988-07-24,,,,,,,,,,,
380,381,1988,10,11,Hungarian Grand Prix,1988-08-07,,,,,,,,,,,
381,382,1988,11,13,Belgian Grand Prix,1988-08-28,,,,,,,,,,,
382,383,1988,12,14,Italian Grand Prix,1988-09-11,,,,,,,,,,,
383,384,1988,13,27,Portuguese Grand Prix,1988-09-25,,,,,,,,,,,
384,385,1988,14,26,Spanish Grand Prix,1988-10-02,,,,,,,,,,,
385,386,1988,15,22,Japanese Grand Prix,1988-10-30,,,,,,,,,,,
386,387,1988,16,29,Australian Grand Prix,1988-11-13,,,,,,,,,,,
387,388,1987,1,36,Brazilian Grand Prix,1987-04-12,,,,,,,,,,,
388,389,1987,2,21,San Marino Grand Prix,1987-05-03,,,,,,,,,,,
389,390,1987,3,13,Belgian Grand Prix,1987-05-17,,,,,,,,,,,
390,391,1987,4,6,Monaco Grand Prix,1987-05-31,,,,,,,,,,,
391,392,1987,5,37,Detroit Grand Prix,1987-06-21,,,,,,,,,,,
392,393,1987,6,34,French Grand Prix,1987-07-05,,,,,,,,,,,
393,394,1987,7,9,British Grand Prix,1987-07-12,,,,,,,,,,,
394,395,1987,8,10,German Grand Prix,1987-07-26,,,,,,,,,,,
395,396,1987,9,11,Hungarian Grand Prix,1987-08-09,,,,,,,,,,,
396,397,1987,10,70,Austrian Grand Prix,1987-08-16,,,,,,,,,,,
397,398,1987,11,14,Italian Grand Prix,1987-09-06,,,,,,,,,,,
398,399,1987,12,27,Portuguese Grand Prix,1987-09-20,,,,,,,,,,,
399,400,1987,13,26,Spanish Grand Prix,1987-09-27,,,,,,,,,,,
400,401,1987,14,32,Mexican Grand Prix,1987-10-18,,,,,,,,,,,
401,402,1987,15,22,Japanese Grand Prix,1987-11-01,,,,,,,,,,,
402,403,1987,16,29,Australian Grand Prix,1987-11-15,,,,,,,,,,,
403,404,1986,1,36,Brazilian Grand Prix,1986-03-23,,,,,,,,,,,
404,405,1986,2,26,Spanish Grand Prix,1986-04-13,,,,,,,,,,,
405,406,1986,3,21,San Marino Grand Prix,1986-04-27,,,,,,,,,,,
406,407,1986,4,6,Monaco Grand Prix,1986-05-11,,,,,,,,,,,
407,408,1986,5,13,Belgian Grand Prix,1986-05-25,,,,,,,,,,,
408,409,1986,6,7,Canadian Grand Prix,1986-06-15,,,,,,,,,,,
409,410,1986,7,37,Detroit Grand Prix,1986-06-22,,,,,,,,,,,
410,411,1986,8,34,French Grand Prix,1986-07-06,,,,,,,,,,,
411,412,1986,9,38,British Grand Prix,1986-07-13,,,,,,,,,,,
412,413,1986,10,10,German Grand Prix,1986-07-27,,,,,,,,,,,
413,414,1986,11,11,Hungarian Grand Prix,1986-08-10,,,,,,,,,,,
414,415,1986,12,70,Austrian Grand Prix,1986-08-17,,,,,,,,,,,
415,416,1986,13,14,Italian Grand Prix,1986-09-07,,,,,,,,,,,
416,417,1986,14,27,Portuguese Grand Prix,1986-09-21,,,,,,,,,,,
417,418,1986,15,32,Mexican Grand Prix,1986-10-12,,,,,,,,,,,
418,419,1986,16,29,Australian Grand Prix,1986-10-26,,,,,,,,,,,
419,420,1985,1,36,Brazilian Grand Prix,1985-04-07,,,,,,,,,,,
420,421,1985,2,27,Portuguese Grand Prix,1985-04-21,,,,,,,,,,,
421,422,1985,3,21,San Marino Grand Prix,1985-05-05,,,,,,,,,,,
422,423,1985,4,6,Monaco Grand Prix,1985-05-19,,,,,,,,,,,
423,424,1985,5,7,Canadian Grand Prix,1985-06-16,,,,,,,,,,,
424,425,1985,6,37,Detroit Grand Prix,1985-06-23,,,,,,,,,,,
425,426,1985,7,34,French Grand Prix,1985-07-07,,,,,,,,,,,
426,427,1985,8,9,British Grand Prix,1985-07-21,,,,,,,,,,,
427,428,1985,9,20,German Grand Prix,1985-08-04,,,,,,,,,,,
428,429,1985,10,70,Austrian Grand Prix,1985-08-18,,,,,,,,,,,
429,430,1985,11,39,Dutch Grand Prix,1985-08-25,,,,,,,,,,,
430,431,1985,12,14,Italian Grand Prix,1985-09-08,,,,,,,,,,,
431,432,1985,13,13,Belgian Grand Prix,1985-09-15,,,,,,,,,,,
432,433,1985,14,38,European Grand Prix,1985-10-06,,,,,,,,,,,
433,434,1985,15,30,South African Grand Prix,1985-10-19,,,,,,,,,,,
434,435,1985,16,29,Australian Grand Prix,1985-11-03,,,,,,,,,,,
435,436,1984,1,36,Brazilian Grand Prix,1984-03-25,,,,,,,,,,,
436,437,1984,2,30,South African Grand Prix,1984-04-07,,,,,,,,,,,
437,438,1984,3,40,Belgian Grand Prix,1984-04-29,,,,,,,,,,,
438,439,1984,4,21,San Marino Grand Prix,1984-05-06,,,,,,,,,,,
439,440,1984,5,41,French Grand Prix,1984-05-20,,,,,,,,,,,
440,441,1984,6,6,Monaco Grand Prix,1984-06-03,,,,,,,,,,,
441,442,1984,7,7,Canadian Grand Prix,1984-06-17,,,,,,,,,,,
442,443,1984,8,37,Detroit Grand Prix,1984-06-24,,,,,,,,,,,
443,444,1984,9,42,Dallas Grand Prix,1984-07-08,,,,,,,,,,,
444,445,1984,10,38,British Grand Prix,1984-07-22,,,,,,,,,,,
445,446,1984,11,10,German Grand Prix,1984-08-05,,,,,,,,,,,
446,447,1984,12,70,Austrian Grand Prix,1984-08-19,,,,,,,,,,,
447,448,1984,13,39,Dutch Grand Prix,1984-08-26,,,,,,,,,,,
448,449,1984,14,14,Italian Grand Prix,1984-09-09,,,,,,,,,,,
449,450,1984,15,20,European Grand Prix,1984-10-07,,,,,,,,,,,
450,451,1984,16,27,Portuguese Grand Prix,1984-10-21,,,,,,,,,,,
451,452,1983,1,36,Brazilian Grand Prix,1983-03-13,,,,,,,,,,,
452,453,1983,2,43,United States Grand Prix West,1983-03-27,,,,,,,,,,,
453,454,1983,3,34,French Grand Prix,1983-04-17,,,,,,,,,,,
454,455,1983,4,21,San Marino Grand Prix,1983-05-01,,,,,,,,,,,
455,456,1983,5,6,Monaco Grand Prix,1983-05-15,,,,,,,,,,,
456,457,1983,6,13,Belgian Grand Prix,1983-05-22,,,,,,,,,,,
457,458,1983,7,37,Detroit Grand Prix,1983-06-05,,,,,,,,,,,
458,459,1983,8,7,Canadian Grand Prix,1983-06-12,,,,,,,,,,,
459,460,1983,9,9,British Grand Prix,1983-07-16,,,,,,,,,,,
460,461,1983,10,10,German Grand Prix,1983-08-07,,,,,,,,,,,
461,462,1983,11,70,Austrian Grand Prix,1983-08-14,,,,,,,,,,,
462,463,1983,12,39,Dutch Grand Prix,1983-08-28,,,,,,,,,,,
463,464,1983,13,14,Italian Grand Prix,1983-09-11,,,,,,,,,,,
464,465,1983,14,38,European Grand Prix,1983-09-25,,,,,,,,,,,
465,466,1983,15,30,South African Grand Prix,1983-10-15,,,,,,,,,,,
466,467,1982,1,30,South African Grand Prix,1982-01-23,,,,,,,,,,,
467,468,1982,2,36,Brazilian Grand Prix,1982-03-21,,,,,,,,,,,
468,469,1982,3,43,United States Grand Prix West,1982-04-04,,,,,,,,,,,
469,470,1982,4,21,San Marino Grand Prix,1982-04-25,,,,,,,,,,,
470,471,1982,5,40,Belgian Grand Prix,1982-05-09,,,,,,,,,,,
471,472,1982,6,6,Monaco Grand Prix,1982-05-23,,,,,,,,,,,
472,473,1982,7,37,Detroit Grand Prix,1982-06-06,,,,,,,,,,,
473,474,1982,8,7,Canadian Grand Prix,1982-06-13,,,,,,,,,,,
474,475,1982,9,39,Dutch Grand Prix,1982-07-03,,,,,,,,,,,
475,476,1982,10,38,British Grand Prix,1982-07-18,,,,,,,,,,,
476,477,1982,11,34,French Grand Prix,1982-07-25,,,,,,,,,,,
477,478,1982,12,10,German Grand Prix,1982-08-08,,,,,,,,,,,
478,479,1982,13,70,Austrian Grand Prix,1982-08-15,,,,,,,,,,,
479,480,1982,14,41,Swiss Grand Prix,1982-08-29,,,,,,,,,,,
480,481,1982,15,14,Italian Grand Prix,1982-09-12,,,,,,,,,,,
481,482,1982,16,44,Caesars Palace Grand Prix,1982-09-25,,,,,,,,,,,
482,483,1981,1,43,United States Grand Prix West,1981-03-15,,,,,,,,,,,
483,484,1981,2,36,Brazilian Grand Prix,1981-03-29,,,,,,,,,,,
484,485,1981,3,25,Argentine Grand Prix,1981-04-12,,,,,,,,,,,
485,486,1981,4,21,San Marino Grand Prix,1981-05-03,,,,,,,,,,,
486,487,1981,5,40,Belgian Grand Prix,1981-05-17,,,,,,,,,,,
487,488,1981,6,6,Monaco Grand Prix,1981-05-31,,,,,,,,,,,
488,489,1981,7,45,Spanish Grand Prix,1981-06-21,,,,,,,,,,,
489,490,1981,8,41,French Grand Prix,1981-07-05,,,,,,,,,,,
490,491,1981,9,9,British Grand Prix,1981-07-18,,,,,,,,,,,
491,492,1981,10,10,German Grand Prix,1981-08-02,,,,,,,,,,,
492,493,1981,11,70,Austrian Grand Prix,1981-08-16,,,,,,,,,,,
493,494,1981,12,39,Dutch Grand Prix,1981-08-30,,,,,,,,,,,
494,495,1981,13,14,Italian Grand Prix,1981-09-13,,,,,,,,,,,
495,496,1981,14,7,Canadian Grand Prix,1981-09-27,,,,,,,,,,,
496,497,1981,15,44,Caesars Palace Grand Prix,1981-10-17,,,,,,,,,,,
497,498,1980,1,25,Argentine Grand Prix,1980-01-13,,,,,,,,,,,
498,499,1980,2,18,Brazilian Grand Prix,1980-01-27,,,,,,,,,,,
499,500,1980,3,30,South African Grand Prix,1980-03-01,,,,,,,,,,,
500,501,1980,4,43,United States Grand Prix West,1980-03-30,,,,,,,,,,,
501,502,1980,5,40,Belgian Grand Prix,1980-05-04,,,,,,,,,,,
502,503,1980,6,6,Monaco Grand Prix,1980-05-18,,,,,,,,,,,
503,504,1980,7,34,French Grand Prix,1980-06-29,,,,,,,,,,,
504,505,1980,8,38,British Grand Prix,1980-07-13,,,,,,,,,,,
505,506,1980,9,10,German Grand Prix,1980-08-10,,,,,,,,,,,
506,507,1980,10,70,Austrian Grand Prix,1980-08-17,,,,,,,,,,,
507,508,1980,11,39,Dutch Grand Prix,1980-08-31,,,,,,,,,,,
508,509,1980,12,21,Italian Grand Prix,1980-09-14,,,,,,,,,,,
509,510,1980,13,7,Canadian Grand Prix,1980-09-28,,,,,,,,,,,
510,511,1980,14,46,United States Grand Prix,1980-10-05,,,,,,,,,,,
511,512,1979,1,25,Argentine Grand Prix,1979-01-21,,,,,,,,,,,
512,513,1979,2,18,Brazilian Grand Prix,1979-02-04,,,,,,,,,,,
513,514,1979,3,30,South African Grand Prix,1979-03-03,,,,,,,,,,,
514,515,1979,4,43,United States Grand Prix West,1979-04-08,,,,,,,,,,,
515,516,1979,5,45,Spanish Grand Prix,1979-04-29,,,,,,,,,,,
516,517,1979,6,40,Belgian Grand Prix,1979-05-13,,,,,,,,,,,
517,518,1979,7,6,Monaco Grand Prix,1979-05-27,,,,,,,,,,,
518,519,1979,8,41,French Grand Prix,1979-07-01,,,,,,,,,,,
519,520,1979,9,9,British Grand Prix,1979-07-14,,,,,,,,,,,
520,521,1979,10,10,German Grand Prix,1979-07-29,,,,,,,,,,,
521,522,1979,11,70,Austrian Grand Prix,1979-08-12,,,,,,,,,,,
522,523,1979,12,39,Dutch Grand Prix,1979-08-26,,,,,,,,,,,
523,524,1979,13,14,Italian Grand Prix,1979-09-09,,,,,,,,,,,
524,525,1979,14,7,Canadian Grand Prix,1979-09-30,,,,,,,,,,,
525,526,1979,15,46,United States Grand Prix,1979-10-07,,,,,,,,,,,
526,527,1978,1,25,Argentine Grand Prix,1978-01-15,,,,,,,,,,,
527,528,1978,2,36,Brazilian Grand Prix,1978-01-29,,,,,,,,,,,
528,529,1978,3,30,South African Grand Prix,1978-03-04,,,,,,,,,,,
529,530,1978,4,43,United States Grand Prix West,1978-04-02,,,,,,,,,,,
530,531,1978,5,6,Monaco Grand Prix,1978-05-07,,,,,,,,,,,
531,532,1978,6,40,Belgian Grand Prix,1978-05-21,,,,,,,,,,,
532,533,1978,7,45,Spanish Grand Prix,1978-06-04,,,,,,,,,,,
533,534,1978,8,47,Swedish Grand Prix,1978-06-17,,,,,,,,,,,
534,535,1978,9,34,French Grand Prix,1978-07-02,,,,,,,,,,,
535,536,1978,10,38,British Grand Prix,1978-07-16,,,,,,,,,,,
536,537,1978,11,10,German Grand Prix,1978-07-30,,,,,,,,,,,
537,538,1978,12,70,Austrian Grand Prix,1978-08-13,,,,,,,,,,,
538,539,1978,13,39,Dutch Grand Prix,1978-08-27,,,,,,,,,,,
539,540,1978,14,14,Italian Grand Prix,1978-09-10,,,,,,,,,,,
540,541,1978,15,46,United States Grand Prix,1978-10-01,,,,,,,,,,,
541,542,1978,16,7,Canadian Grand Prix,1978-10-08,,,,,,,,,,,
542,543,1977,1,25,Argentine Grand Prix,1977-01-09,,,,,,,,,,,
543,544,1977,2,18,Brazilian Grand Prix,1977-01-23,,,,,,,,,,,
544,545,1977,3,30,South African Grand Prix,1977-03-05,,,,,,,,,,,
545,546,1977,4,43,United States Grand Prix West,1977-04-03,,,,,,,,,,,
546,547,1977,5,45,Spanish Grand Prix,1977-05-08,,,,,,,,,,,
547,548,1977,6,6,Monaco Grand Prix,1977-05-22,,,,,,,,,,,
548,549,1977,7,40,Belgian Grand Prix,1977-06-05,,,,,,,,,,,
549,550,1977,8,47,Swedish Grand Prix,1977-06-19,,,,,,,,,,,
550,551,1977,9,41,French Grand Prix,1977-07-03,,,,,,,,,,,
551,552,1977,10,9,British Grand Prix,1977-07-16,,,,,,,,,,,
552,553,1977,11,10,German Grand Prix,1977-07-31,,,,,,,,,,,
553,554,1977,12,70,Austrian Grand Prix,1977-08-14,,,,,,,,,,,
554,555,1977,13,39,Dutch Grand Prix,1977-08-28,,,,,,,,,,,
555,556,1977,14,14,Italian Grand Prix,1977-09-11,,,,,,,,,,,
556,557,1977,15,46,United States Grand Prix,1977-10-02,,,,,,,,,,,
557,558,1977,16,48,Canadian Grand Prix,1977-10-09,,,,,,,,,,,
558,559,1977,17,16,Japanese Grand Prix,1977-10-23,,,,,,,,,,,
559,560,1976,1,18,Brazilian Grand Prix,1976-01-25,,,,,,,,,,,
560,561,1976,2,30,South African Grand Prix,1976-03-06,,,,,,,,,,,
561,562,1976,3,43,United States Grand Prix West,1976-03-28,,,,,,,,,,,
562,563,1976,4,45,Spanish Grand Prix,1976-05-02,,,,,,,,,,,
563,564,1976,5,40,Belgian Grand Prix,1976-05-16,,,,,,,,,,,
564,565,1976,6,6,Monaco Grand Prix,1976-05-30,,,,,,,,,,,
565,566,1976,7,47,Swedish Grand Prix,1976-06-13,,,,,,,,,,,
566,567,1976,8,34,French Grand Prix,1976-07-04,,,,,,,,,,,
567,568,1976,9,38,British Grand Prix,1976-07-18,,,,,,,,,,,
568,569,1976,10,20,German Grand Prix,1976-08-01,,,,,,,,,,,
569,570,1976,11,70,Austrian Grand Prix,1976-08-15,,,,,,,,,,,
570,571,1976,12,39,Dutch Grand Prix,1976-08-29,,,,,,,,,,,
571,572,1976,13,14,Italian Grand Prix,1976-09-12,,,,,,,,,,,
572,573,1976,14,48,Canadian Grand Prix,1976-10-03,,,,,,,,,,,
573,574,1976,15,46,United States Grand Prix,1976-10-10,,,,,,,,,,,
574,575,1976,16,16,Japanese Grand Prix,1976-10-24,,,,,,,,,,,
575,576,1975,1,25,Argentine Grand Prix,1975-01-12,,,,,,,,,,,
576,577,1975,2,18,Brazilian Grand Prix,1975-01-26,,,,,,,,,,,
577,578,1975,3,30,South African Grand Prix,1975-03-01,,,,,,,,,,,
578,579,1975,4,49,Spanish Grand Prix,1975-04-27,,,,,,,,,,,
579,580,1975,5,6,Monaco Grand Prix,1975-05-11,,,,,,,,,,,
580,581,1975,6,40,Belgian Grand Prix,1975-05-25,,,,,,,,,,,
581,582,1975,7,47,Swedish Grand Prix,1975-06-08,,,,,,,,,,,
582,583,1975,8,39,Dutch Grand Prix,1975-06-22,,,,,,,,,,,
583,584,1975,9,34,French Grand Prix,1975-07-06,,,,,,,,,,,
584,585,1975,10,9,British Grand Prix,1975-07-19,,,,,,,,,,,
585,586,1975,11,20,German Grand Prix,1975-08-03,,,,,,,,,,,
586,587,1975,12,70,Austrian Grand Prix,1975-08-17,,,,,,,,,,,
587,588,1975,13,14,Italian Grand Prix,1975-09-07,,,,,,,,,,,
588,589,1975,14,46,United States Grand Prix,1975-10-05,,,,,,,,,,,
589,590,1974,1,25,Argentine Grand Prix,1974-01-13,,,,,,,,,,,
590,591,1974,2,18,Brazilian Grand Prix,1974-01-27,,,,,,,,,,,
591,592,1974,3,30,South African Grand Prix,1974-03-30,,,,,,,,,,,
592,593,1974,4,45,Spanish Grand Prix,1974-04-28,,,,,,,,,,,
593,594,1974,5,50,Belgian Grand Prix,1974-05-12,,,,,,,,,,,
594,595,1974,6,6,Monaco Grand Prix,1974-05-26,,,,,,,,,,,
595,596,1974,7,47,Swedish Grand Prix,1974-06-09,,,,,,,,,,,
596,597,1974,8,39,Dutch Grand Prix,1974-06-23,,,,,,,,,,,
597,598,1974,9,41,French Grand Prix,1974-07-07,,,,,,,,,,,
598,599,1974,10,38,British Grand Prix,1974-07-20,,,,,,,,,,,
599,600,1974,11,20,German Grand Prix,1974-08-04,,,,,,,,,,,
600,601,1974,12,70,Austrian Grand Prix,1974-08-18,,,,,,,,,,,
601,602,1974,13,14,Italian Grand Prix,1974-09-08,,,,,,,,,,,
602,603,1974,14,48,Canadian Grand Prix,1974-09-22,,,,,,,,,,,
603,604,1974,15,46,United States Grand Prix,1974-10-06,,,,,,,,,,,
604,605,1973,1,25,Argentine Grand Prix,1973-01-28,,,,,,,,,,,
605,606,1973,2,18,Brazilian Grand Prix,1973-02-11,,,,,,,,,,,
606,607,1973,3,30,South African Grand Prix,1973-03-03,,,,,,,,,,,
607,608,1973,4,49,Spanish Grand Prix,1973-04-29,,,,,,,,,,,
608,609,1973,5,40,Belgian Grand Prix,1973-05-20,,,,,,,,,,,
609,610,1973,6,6,Monaco Grand Prix,1973-06-03,,,,,,,,,,,
610,611,1973,7,47,Swedish Grand Prix,1973-06-17,,,,,,,,,,,
611,612,1973,8,34,French Grand Prix,1973-07-01,,,,,,,,,,,
612,613,1973,9,9,British Grand Prix,1973-07-14,,,,,,,,,,,
613,614,1973,10,39,Dutch Grand Prix,1973-07-29,,,,,,,,,,,
614,615,1973,11,20,German Grand Prix,1973-08-05,,,,,,,,,,,
615,616,1973,12,70,Austrian Grand Prix,1973-08-19,,,,,,,,,,,
616,617,1973,13,14,Italian Grand Prix,1973-09-09,,,,,,,,,,,
617,618,1973,14,48,Canadian Grand Prix,1973-09-23,,,,,,,,,,,
618,619,1973,15,46,United States Grand Prix,1973-10-07,,,,,,,,,,,
619,620,1972,1,25,Argentine Grand Prix,1972-01-23,,,,,,,,,,,
620,621,1972,2,30,South African Grand Prix,1972-03-04,,,,,,,,,,,
621,622,1972,3,45,Spanish Grand Prix,1972-05-01,,,,,,,,,,,
622,623,1972,4,6,Monaco Grand Prix,1972-05-14,,,,,,,,,,,
623,624,1972,5,50,Belgian Grand Prix,1972-06-04,,,,,,,,,,,
624,625,1972,6,51,French Grand Prix,1972-07-02,,,,,,,,,,,
625,626,1972,7,38,British Grand Prix,1972-07-15,,,,,,,,,,,
626,627,1972,8,20,German Grand Prix,1972-07-30,,,,,,,,,,,
627,628,1972,9,70,Austrian Grand Prix,1972-08-13,,,,,,,,,,,
628,629,1972,10,14,Italian Grand Prix,1972-09-10,,,,,,,,,,,
629,630,1972,11,48,Canadian Grand Prix,1972-09-24,,,,,,,,,,,
630,631,1972,12,46,United States Grand Prix,1972-10-08,,,,,,,,,,,
631,632,1971,1,30,South African Grand Prix,1971-03-06,,,,,,,,,,,
632,633,1971,2,49,Spanish Grand Prix,1971-04-18,,,,,,,,,,,
633,634,1971,3,6,Monaco Grand Prix,1971-05-23,,,,,,,,,,,
634,635,1971,4,39,Dutch Grand Prix,1971-06-20,,,,,,,,,,,
635,636,1971,5,34,French Grand Prix,1971-07-04,,,,,,,,,,,
636,637,1971,6,9,British Grand Prix,1971-07-17,,,,,,,,,,,
637,638,1971,7,20,German Grand Prix,1971-08-01,,,,,,,,,,,
638,639,1971,8,70,Austrian Grand Prix,1971-08-15,,,,,,,,,,,
639,640,1971,9,14,Italian Grand Prix,1971-09-05,,,,,,,,,,,
640,641,1971,10,48,Canadian Grand Prix,1971-09-19,,,,,,,,,,,
641,642,1971,11,46,United States Grand Prix,1971-10-03,,,,,,,,,,,
642,643,1970,1,30,South African Grand Prix,1970-03-07,,,,,,,,,,,
643,644,1970,2,45,Spanish Grand Prix,1970-04-19,,,,,,,,,,,
644,645,1970,3,6,Monaco Grand Prix,1970-05-10,,,,,,,,,,,
645,646,1970,4,13,Belgian Grand Prix,1970-06-07,,,,,,,,,,,
646,647,1970,5,39,Dutch Grand Prix,1970-06-21,,,,,,,,,,,
647,648,1970,6,51,French Grand Prix,1970-07-05,,,,,,,,,,,
648,649,1970,7,38,British Grand Prix,1970-07-18,,,,,,,,,,,
649,650,1970,8,10,German Grand Prix,1970-08-02,,,,,,,,,,,
650,651,1970,9,70,Austrian Grand Prix,1970-08-16,,,,,,,,,,,
651,652,1970,10,14,Italian Grand Prix,1970-09-06,,,,,,,,,,,
652,653,1970,11,52,Canadian Grand Prix,1970-09-20,,,,,,,,,,,
653,654,1970,12,46,United States Grand Prix,1970-10-04,,,,,,,,,,,
654,655,1970,13,32,Mexican Grand Prix,1970-10-25,,,,,,,,,,,
655,656,1969,1,30,South African Grand Prix,1969-03-01,,,,,,,,,,,
656,657,1969,2,49,Spanish Grand Prix,1969-05-04,,,,,,,,,,,
657,658,1969,3,6,Monaco Grand Prix,1969-05-18,,,,,,,,,,,
658,659,1969,4,39,Dutch Grand Prix,1969-06-21,,,,,,,,,,,
659,660,1969,5,51,French Grand Prix,1969-07-06,,,,,,,,,,,
660,661,1969,6,9,British Grand Prix,1969-07-19,,,,,,,,,,,
661,662,1969,7,20,German Grand Prix,1969-08-03,,,,,,,,,,,
662,663,1969,8,14,Italian Grand Prix,1969-09-07,,,,,,,,,,,
663,664,1969,9,48,Canadian Grand Prix,1969-09-20,,,,,,,,,,,
664,665,1969,10,46,United States Grand Prix,1969-10-05,,,,,,,,,,,
665,666,1969,11,32,Mexican Grand Prix,1969-10-19,,,,,,,,,,,
666,667,1968,1,30,South African Grand Prix,1968-01-01,,,,,,,,,,,
667,668,1968,2,45,Spanish Grand Prix,1968-05-12,,,,,,,,,,,
668,669,1968,3,6,Monaco Grand Prix,1968-05-26,,,,,,,,,,,
669,670,1968,4,13,Belgian Grand Prix,1968-06-09,,,,,,,,,,,
670,671,1968,5,39,Dutch Grand Prix,1968-06-23,,,,,,,,,,,
671,672,1968,6,53,French Grand Prix,1968-07-07,,,,,,,,,,,
672,673,1968,7,38,British Grand Prix,1968-07-20,,,,,,,,,,,
673,674,1968,8,20,German Grand Prix,1968-08-04,,,,,,,,,,,
674,675,1968,9,14,Italian Grand Prix,1968-09-08,,,,,,,,,,,
675,676,1968,10,52,Canadian Grand Prix,1968-09-22,,,,,,,,,,,
676,677,1968,11,46,United States Grand Prix,1968-10-06,,,,,,,,,,,
677,678,1968,12,32,Mexican Grand Prix,1968-11-03,,,,,,,,,,,
678,679,1967,1,30,South African Grand Prix,1967-01-02,,,,,,,,,,,
679,680,1967,2,6,Monaco Grand Prix,1967-05-07,,,,,,,,,,,
680,681,1967,3,39,Dutch Grand Prix,1967-06-04,,,,,,,,,,,
681,682,1967,4,13,Belgian Grand Prix,1967-06-18,,,,,,,,,,,
682,683,1967,5,54,French Grand Prix,1967-07-02,,,,,,,,,,,
683,684,1967,6,9,British Grand Prix,1967-07-15,,,,,,,,,,,
684,685,1967,7,20,German Grand Prix,1967-08-06,,,,,,,,,,,
685,686,1967,8,48,Canadian Grand Prix,1967-08-27,,,,,,,,,,,
686,687,1967,9,14,Italian Grand Prix,1967-09-10,,,,,,,,,,,
687,688,1967,10,46,United States Grand Prix,1967-10-01,,,,,,,,,,,
688,689,1967,11,32,Mexican Grand Prix,1967-10-22,,,,,,,,,,,
689,690,1966,1,6,Monaco Grand Prix,1966-05-22,,,,,,,,,,,
690,691,1966,2,13,Belgian Grand Prix,1966-06-12,,,,,,,,,,,
691,692,1966,3,55,French Grand Prix,1966-07-03,,,,,,,,,,,
692,693,1966,4,38,British Grand Prix,1966-07-16,,,,,,,,,,,
693,694,1966,5,39,Dutch Grand Prix,1966-07-24,,,,,,,,,,,
694,695,1966,6,20,German Grand Prix,1966-08-07,,,,,,,,,,,
695,696,1966,7,14,Italian Grand Prix,1966-09-04,,,,,,,,,,,
696,697,1966,8,46,United States Grand Prix,1966-10-02,,,,,,,,,,,
697,698,1966,9,32,Mexican Grand Prix,1966-10-23,,,,,,,,,,,
698,699,1965,1,56,South African Grand Prix,1965-01-01,,,,,,,,,,,
699,700,1965,2,6,Monaco Grand Prix,1965-05-30,,,,,,,,,,,
700,701,1965,3,13,Belgian Grand Prix,1965-06-13,,,,,,,,,,,
701,702,1965,4,51,French Grand Prix,1965-06-27,,,,,,,,,,,
702,703,1965,5,9,British Grand Prix,1965-07-10,,,,,,,,,,,
703,704,1965,6,39,Dutch Grand Prix,1965-07-18,,,,,,,,,,,
704,705,1965,7,20,German Grand Prix,1965-08-01,,,,,,,,,,,
705,706,1965,8,14,Italian Grand Prix,1965-09-12,,,,,,,,,,,
706,707,1965,9,46,United States Grand Prix,1965-10-03,,,,,,,,,,,
707,708,1965,10,32,Mexican Grand Prix,1965-10-24,,,,,,,,,,,
708,709,1964,1,6,Monaco Grand Prix,1964-05-10,,,,,,,,,,,
709,710,1964,2,39,Dutch Grand Prix,1964-05-24,,,,,,,,,,,
710,711,1964,3,13,Belgian Grand Prix,1964-06-14,,,,,,,,,,,
711,712,1964,4,53,French Grand Prix,1964-06-28,,,,,,,,,,,
712,713,1964,5,38,British Grand Prix,1964-07-11,,,,,,,,,,,
713,714,1964,6,20,German Grand Prix,1964-08-02,,,,,,,,,,,
714,715,1964,7,57,Austrian Grand Prix,1964-08-23,,,,,,,,,,,
715,716,1964,8,14,Italian Grand Prix,1964-09-06,,,,,,,,,,,
716,717,1964,9,46,United States Grand Prix,1964-10-04,,,,,,,,,,,
717,718,1964,10,32,Mexican Grand Prix,1964-10-25,,,,,,,,,,,
